id,industry,code,name
ciiu_5121,51,5121,"Transporte aéreo nacional de carga "
ciiu_5122,51,5122,"Transporte aéreo internacional de carga "
ciiu_5210,52,5210,"Almacenamiento y depósito"
ciiu_5221,52,5221,"Actividades de estaciones  vías y servicios complementarios para el transporte terrestre"
ciiu_5222,52,5222,"Actividades de puertos y servicios complementarios para el transporte acuático"
ciiu_5223,52,5223,"Actividades de aeropuertos  servicios de navegación aérea y demás actividades conexas al transporte aéreo"
ciiu_5224,52,5224,"Manipulación de carga"
ciiu_5229,52,5229,"Otras actividades complementarias al transporte"
ciiu_5310,53,5310,"Actividades postales nacionales"
ciiu_5320,53,5320,"Actividades de mensajería"
ciiu_5511,55,5511,"Alojamiento en hoteles "
ciiu_5512,55,5512,"Alojamiento en apartahoteles"
ciiu_5513,55,5513,"Alojamiento en centros vacacionales "
ciiu_5514,55,5514,"Alojamiento rural"
ciiu_5519,55,5519,"Otros tipos de alojamientos para visitantes"
ciiu_5520,55,5520,"Actividades de zonas de camping y parques para vehículos recreacionales"
ciiu_5530,55,5530,"Servicio por horas "
ciiu_5590,55,5590,"Otros tipos de alojamiento n.c.p."
ciiu_5611,56,5611,"Expendio a la mesa de comidas preparadas"
ciiu_5612,56,5612,"Expendio por autoservicio de comidas preparadas"
ciiu_5613,56,5613,"Expendio de comidas preparadas en cafeterías"
ciiu_5619,56,5619,"Otros tipos de expendio de comidas preparadas n.c.p."
ciiu_5621,56,5621,"Catering para eventos"
ciiu_5629,56,5629,"Actividades de otros servicios de comidas"
ciiu_5630,56,5630,"Expendio de bebidas alcohólicas para el consumo dentro del establecimiento"
ciiu_5811,58,5811,"Edición de libros"
ciiu_5812,58,5812,"Edición de directorios y listas de correo"
ciiu_5813,58,5813,"Edición de periódicos  revistas y otras publicaciones periódicas"
ciiu_5819,58,5819,"Otros trabajos de edición"
ciiu_5820,58,5820,"Edición de programas de informática (software)"
ciiu_5911,59,5911,"Actividades de producción de películas cinematográficas  videos  programas  anuncios y comerciales de televisión"
ciiu_5912,59,5912,"Actividades de posproducción de películas cinematográficas  videos  programas  anuncios y comerciales de televisión"
ciiu_5913,59,5913,"Actividades de distribución de películas cinematográficas  videos  programas  anuncios y comerciales de televisión"
ciiu_5914,59,5914,"Actividades de exhibición de películas cinematográficas y videos"
ciiu_5920,59,5920,"Actividades de grabación de sonido y edición de música"
ciiu_6010,60,6010,"Actividades de programación y transmisión en el servicio de radiodifusión sonora"
ciiu_6020,60,6020,"Actividades de programación y transmisión de televisión"
ciiu_6110,61,6110,"Actividades de telecomunicaciones alámbricas"
ciiu_6120,61,6120,"Actividades de telecomunicaciones inalámbricas"
ciiu_6130,61,6130,"Actividades de telecomunicación satelital"
ciiu_6190,61,6190,"Otras actividades de telecomunicaciones"
ciiu_6201,62,6201,"Actividades de desarrollo de sistemas informáticos (planificación  análisis  diseño  programación  pruebas)"
ciiu_6202,62,6202,"Actividades de consultoría informática y actividades de administración de instalaciones informáticas"
ciiu_6209,62,6209,"Otras actividades de tecnologías de información y actividades de servicios informáticos"
ciiu_6311,63,6311,"Procesamiento de datos  alojamiento (hosting) y actividades relacionadas"
ciiu_6312,63,6312,"Portales web"
ciiu_6391,63,6391,"Actividades de agencias de noticias"
ciiu_6399,63,6399,"Otras actividades de servicio de información n.c.p."
ciiu_6411,64,6411,"Banco Central"
ciiu_6412,64,6412,"Bancos comerciales"
ciiu_6421,64,6421,"Actividades de las corporaciones financieras"
ciiu_6422,64,6422,"Actividades de las compañías de financiamiento"
ciiu_6423,64,6423,"Banca de segundo piso"
ciiu_6424,64,6424,"Actividades de las cooperativas financieras"
ciiu_6431,64,6431,"Fideicomisos  fondos y entidades financieras similares"
ciiu_6432,64,6432,"Fondos de cesantías"
ciiu_6491,64,6491,"Leasing financiero (arrendamiento financiero)"
ciiu_6492,64,6492,"Actividades financieras de fondos de empleados y otras formas asociativas del sector solidario"
ciiu_6493,64,6493,"Actividades de compra de cartera o factoring"
ciiu_6494,64,6494,"Otras actividades de distribución de fondos"
ciiu_6495,64,6495,"Instituciones especiales oficiales"
ciiu_6499,64,6499,"Otras actividades de servicio financiero  excepto las de seguros y pensiones n.c.p."
ciiu_6511,65,6511,"Seguros generales "
ciiu_6512,65,6512,"Seguros de vida"
ciiu_6513,65,6513,"Reaseguros"
ciiu_6514,65,6514,"Capitalización"
ciiu_6521,65,6521,"Servicios de seguros sociales de salud"
ciiu_6522,65,6522,"Servicios de seguros sociales de riesgos profesionales"
ciiu_6531,65,6531,"Régimen de prima media con prestación definida (RPM)"
ciiu_6532,65,6532,"Régimen de ahorro individual (RAI)"
ciiu_6611,66,6611,"Administración de mercados financieros"
ciiu_6612,66,6612,"Corretaje de valores y de contratos de productos básicos"
ciiu_6613,66,6613,"Otras actividades relacionadas con el mercado de valores"
ciiu_6614,66,6614,"Actividades de las casas de cambio"
ciiu_6615,66,6615,"Actividades de los profesionales de compra y venta de divisas"
ciiu_6619,66,6619,"Otras actividades auxiliares de las actividades de servicios financieros n.c.p."
ciiu_6621,66,6621,"Actividades de agentes y corredores de seguros"
ciiu_6629,66,6629,"Evaluación de riesgos y daños  y otras actividades de servicios auxiliares"
